"","firm_id","est","se","ttest_p","ttest_p_greater","ttest_p_less","t_stat","post_mean_u","post_mean_beta","lower_ci_u","upper_ci_u","lower_ci_beta","upper_ci_beta","lower_ci_beta95","upper_ci_beta95","normal_mean_beta","sic_combined","sic_name"
"61",71,0.00952380952380952,0.00952380952380954,0.319631547615767,0.159815773807884,0.840184226192116,0.999999999999998,1.0648806889041,0.0101417208467057,0.358613360049285,1.82722045358445,0.00341536533380272,0.0174020995579472,0.0022565806669768,0.0194045607804446,0.0112388951664703,63,"Insurance / real estate"
"62",22,0.00423728813559323,0.0147357853287441,0.774199239075601,0.387099619537801,0.612900380462199,0.28755088657052,0.929877218968567,0.0137024710808104,0.250815891701137,1.63403885189124,0.00369596913714549,0.0240788457402968,0.0022175814822873,0.0265480676744749,0.00947856505944729,42,"Freight / transport"
"63",104,0.0204081632653061,0.018373774502442,0.26943356819239,0.134716784096195,0.865283215903805,1.11072241920645,1.08794032050724,0.0199895701211146,0.376757488385112,1.86350871025611,0.00692245713369447,0.0342396888255823,0.00464765535604983,0.0383186437372209,0.0190046719143394,23,"Apparel manufacturing"
"64",84,0.015,0.0084816729193128,0.0831989669293844,0.0415994834646922,0.958400516535308,1.76851903423969,1.24589433343904,0.0105672682282552,0.495227973401394,2.16768968529791,0.00420036169088476,0.018385634901265,0.00306879873536624,0.0211828585273068,0.0154586275419383,55,"Auto dealers / services"
"65",3,0.0362903225806451,0.0224859625593503,0.10910952245478,0.0545547612273901,0.94544523877261,1.61391012214216,1.20453519684368,0.0270851333376466,0.466410828397433,2.07803634528559,0.0104876964246202,0.0467266474570609,0.0075117825650026,0.0533984543358811,0.0250737495756813,56,"Apparel stores"
"66",40,0.00619834710743802,0.00801535733110367,0.440860249148262,0.220430124574131,0.779569875425869,0.773308893339699,1.01970532144073,0.00817330252377534,0.321257801710818,1.7589131469084,0.00257499607611705,0.0140983173868469,0.00165107721824117,0.0156381821499733,0.00802622131157766,63,"Insurance / real estate"
"67",64,0.00406504065040651,0.00762722506246266,0.595027613837244,0.297513806918622,0.702486193081378,0.532964560127193,0.974239867672045,0.00743074673555853,0.284969545039164,1.69380774523278,0.00217352685596129,0.0129190528854329,0.00135133130370627,0.0142866652891838,0.00605993466307676,62,"Securities brokers"
"68",68,0.014,0.0191142574720986,0.46528373971218,0.23264186985609,0.76735813014391,0.732437554555077,1.01181314316408,0.0193400569320915,0.314853991709938,1.74717282857345,0.00601820026366175,0.0333959112936077,0.00383532762565562,0.0370272321306647,0.01587614404693,58,"Eating/drinking"
"69",15,0.0120967741935484,0.0136861308722614,0.378490237796126,0.189245118898063,0.810754881101937,0.883871000975571,1.04142522764332,0.0142530819592011,0.339401930046645,1.7909321969128,0.0046450992329165,0.0245109324302952,0.00302369667048338,0.027257091725227,0.0140658182319546,60,"Banks / credit"
"70",50,0.03,0.0162142907894996,0.0666622283447337,0.0333311141723668,0.966668885827633,1.85021968518216,1.26923276109816,0.020579709068005,0.510170196736781,2.22212207030539,0.00827204792202638,0.0360301334176965,0.00610885547379773,0.0417063504018485,0.0245650359411251,70,"Accommodation"
